Event Name,Timestamp,Trial Duration,Block Num,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Release,1772968098432,2.151869,2,7,-0.007221621,0.9523667,0.2003719,0.9732437,0.3448184,0.4874529,-0.6314819,0.4946925,120.7011,0.3967679,0.5608914,-0.7266196,0.1058221,-0.05124302,0.04180939,0.1247886,-0.02491162,0.8440193,-0.4383263,-0.3080276,215.8808,-0.02618479,0.8871551,-0.460728,-0.2546128,-0.1207423,-0.05743844,0.2875857,-0.3025239,0.1472906,0.1849638,0.9233488,45.15865,-0.7879004,0.3836071,0.4817241,0.05722162,0.04763335,0.09962814,0.1243745,-0.08537991,0.4263779,0.2008439,0.8778235,57.23817,-0.178252,0.8901709,0.4193121
Grab,1772968099210,2.931402,2,7,-0.005802607,0.9473379,0.1979049,0.9678063,0.3903741,0.4431672,-0.3773399,0.7133201,88.98862,0.5570102,0.6323386,-0.5384122,0.1112331,-0.0616647,0.01746328,0.1283756,0.06530153,0.9558051,-0.1801668,-0.2229626,205.7662,0.06698781,0.9804868,-0.1848192,-0.2562896,-0.1144853,-0.05550066,0.2861321,-0.3417447,0.1823899,0.4904125,0.7806664,77.35674,-0.546837,0.2918482,0.7847254,0.05580261,0.05266207,0.1020951,0.1277131,-0.2638879,0.5885469,-0.01204846,0.7640882,80.34813,-0.4090576,0.9123176,-0.01867655
Release,1772968099724,3.443582,2,7,-0.007638601,0.9670625,0.1954474,0.9866447,0.2733043,0.6802899,-0.5178163,0.4408818,127.6797,0.3044953,0.7579282,-0.5769122,0.09042321,-0.06052439,0.03805802,0.1152735,0.06915209,0.862442,-0.09520232,-0.4922891,238.9823,0.07944573,0.9908208,-0.1093737,-0.2573129,-0.1274527,-0.06863697,0.2952374,-0.5257724,0.1953818,0.1190107,0.8192838,69.97368,-0.916957,0.3407496,0.2075569,0.0576386,0.03293753,0.1045526,0.1238481,-0.2507398,0.2592259,0.1657731,0.9178513,46.77214,-0.631706,0.6530856,0.4176436
Grab,1772968100945,4.665699,2,7,0.01619071,1.014699,0.2505595,1.045302,-0.2179597,0.6937717,-0.6158728,0.3031092,144.7111,-0.2287196,0.7280208,-0.6462764,0.1039377,-0.07615533,0.01718025,0.1299917,-0.1031987,0.8968433,0.08672488,-0.421309,229.8345,-0.1137906,0.988892,0.095626,-0.3272089,-0.1635534,-0.06178186,0.3709884,-0.6078198,-0.2206497,-0.1483775,0.7482332,83.12487,-0.9161697,-0.3325863,-0.2236501,0.03380929,-0.01469946,0.04944053,0.06167259,0.007426791,-0.1417814,-0.02795768,0.9894753,16.64002,0.05132477,-0.9798173,-0.1932088
On Target,1772968102446,6.18051,2,7,0.04637552,0.9990078,0.2955121,1.04283,-0.02708939,0.6403402,-0.6628951,0.387041,134.459,-0.02937912,0.694465,-0.7189264,0.1039096,-0.07461498,0.02296948,0.12997,0.01108254,0.8587983,-0.1167754,-0.4987046,239.8287,0.01278599,0.9908005,-0.1347245,-0.3666764,-0.1462086,-0.03021056,0.3959056,-0.5112322,-0.103705,-0.0145123,0.8530394,62.91238,-0.9796603,-0.198727,-0.02780952,0.003624476,0.0009921789,0.004487962,0.005853464,-0.009421993,0.06143517,0.05517627,0.9965404,9.534883,-0.1133657,0.7391897,0.6638823
Trial End,1772968103446,7.180418,2,7,0.05268364,0.9982702,0.2970448,1.042859,-0.09462834,0.6739249,-0.6527466,0.3328553,141.1157,-0.1003505,0.7146773,-0.6922183,0.1007157,-0.07541411,0.0221979,0.1277642,-0.003916331,0.8599107,-0.07250839,-0.5052534,240.6964,-0.004538194,0.9964535,-0.08402181,-0.3727402,-0.1404939,-0.02758494,0.3992928,-0.5528808,-0.1333846,-0.09678919,0.8168006,70.46841,-0.9583317,-0.2312012,-0.1677688,-0.002683643,0.001729786,0.002955168,0.004350531,-0.006048818,-0.03141527,0.04556931,0.9984488,6.383505,-0.1086393,-0.5642316,0.818444
Trial Load,1772968103446,7.180418,2,8,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1007157,-0.07541411,0.0221979,0.1277642,-0.003916331,0.8599107,-0.07250839,-0.5052534,240.6964,-0.004538194,0.9964535,-0.08402181,-0.3727402,-0.1404939,-0.02758494,0.3992928,-0.5528808,-0.1333846,-0.09678919,0.8168006,70.46841,-0.9583317,-0.2312012,-0.1677688,0.1,0,0,0.1,0.6952413,-0.261592,0.5493293,0.3826833,135,0.7525237,-0.2831452,0.5945898
Release,1772968103460,7.180418,2,8,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1007157,-0.07541411,0.0221979,0.1277642,-0.003916331,0.8599107,-0.07250839,-0.5052534,240.6964,-0.004538194,0.9964535,-0.08402181,-0.3727402,-0.1404939,-0.02758494,0.3992928,-0.5528808,-0.1333846,-0.09678919,0.8168006,70.46841,-0.9583317,-0.2312012,-0.1677688,0.1,0,0,0.1,0.6952413,-0.261592,0.5493293,0.3826833,135,0.7525237,-0.2831452,0.5945898
Trial Start,1772968104223,0,2,8,-0.0499714,0.9999316,0.3000721,1.045181,0.0005920063,0.0009984999,0.0007145635,0.9999991,0.1532334,0.4427164,0.7467021,0.5343677,0.1007157,-0.07541411,0.0221979,0.1277642,-0.003916331,0.8599107,-0.07250839,-0.5052534,240.6964,-0.004538194,0.9964535,-0.08402181,-0.3727402,-0.1404939,-0.02758494,0.3992928,-0.5528808,-0.1333846,-0.09678919,0.8168006,70.46841,-0.9583317,-0.2312012,-0.1677688,0.0999714,6.842613E-05,-7.209182E-05,0.09997145,0.6957495,-0.2618023,0.5482063,0.3832259,134.9327,0.7532572,-0.2834417,0.5935187
Grab,1772968104293,0.0673226,2,8,-0.04994697,0.9972483,0.3023561,1.043273,0.07956549,0.008460485,-0.007219019,0.9967676,9.216044,0.990377,0.1053104,-0.08985743,0.1185019,-0.06689984,0.01153206,0.1365697,0.4588205,0.7221863,-0.3592376,0.3726652,136.2398,0.4944368,0.7782465,-0.3871237,-0.3057707,-0.207793,0.006742511,0.3697554,-0.2533442,-0.200598,0.8937777,0.3110284,143.7576,-0.2665657,-0.2110668,0.9404219,0.09994698,0.002751708,-0.002356052,0.1000126,0.6653047,-0.3127107,0.5236205,0.4305847,128.9906,0.7371388,-0.3464746,0.5801567
Release,1772968105111,0.8865747,2,8,-0.05759556,0.9795913,0.2732382,1.018615,0.6188367,-0.3552588,-0.1272016,0.68895,92.9059,0.853793,-0.4901414,-0.1754968,0.1208196,-0.06630086,0.0172912,0.1388963,0.3312275,0.5050995,-0.7477248,0.275809,147.9795,0.3445935,0.5254816,-0.7778975,-0.2750797,-0.1920216,-0.0027488,0.3354828,0.3425984,0.2369225,0.8163362,0.4001117,132.8297,0.3738254,0.2585174,0.8907433,0.1075956,0.02040869,0.02676183,0.1127365,0.01373896,-0.4726532,0.5122463,0.7169478,88.39389,0.01970797,-0.6780016,0.7347963
Grab,1772968105889,1.665946,2,8,-0.05607986,0.9729182,0.2850673,1.015371,0.4827478,-0.2703224,0.1254251,0.823498,69.12698,0.8509281,-0.4764909,0.2210838,0.111449,-0.06145584,0.02702178,0.1301072,0.6511385,0.3675475,-0.5678995,0.3441187,139.744,0.6934928,0.3914551,-0.6048394,-0.2784145,-0.1901328,0.00954588,0.3372777,0.1442216,0.1834639,0.9507062,0.2042028,156.4343,0.1473259,0.187413,0.9711702,0.1060799,0.02708179,0.01493266,0.1104959,0.2721044,-0.2899595,0.4660298,0.790379,75.55813,0.4441664,-0.4733118,0.760718
Release,1772968106362,2.137944,2,8,-0.06443889,0.9906911,0.2596311,1.026172,0.1836273,-0.09852832,0.6471782,0.7333032,85.67192,0.2700792,-0.1449155,0.9518701,0.1306347,-0.06274774,0.01473386,0.1456701,0.8267784,0.3209148,-0.2262464,0.4028199,132.4908,0.9033073,0.3506195,-0.2471884,-0.2672276,-0.1965244,-0.01112447,0.3318978,-0.2177402,0.1197337,0.9199668,-0.3031736,215.2966,-0.2284942,0.1256472,0.9654031,0.1144389,0.009308934,0.04036891,0.1217069,0.5547237,0.194952,0.1756262,0.7895764,75.70813,0.9039705,0.3176912,0.2861982
Grab,1772968107041,2.816321,2,8,-0.06236982,0.9909655,0.2616402,1.026819,0.2226489,-0.1186924,0.7312343,0.6337476,101.3457,0.2878312,-0.1534406,0.945309,0.1225347,-0.07166108,0.01690132,0.1429536,0.9373561,0.07766491,-0.145334,0.3069365,144.2506,0.9848971,0.08160394,-0.1527051,-0.2702934,-0.196614,-0.01759631,0.3347017,-0.1870178,0.2113136,0.8610475,-0.4230464,230.0541,-0.2063968,0.2332101,0.9502701,0.1123698,0.009034514,0.03835979,0.1190801,0.4814873,0.265715,0.09258171,0.8300568,67.79086,0.8633773,0.4764659,0.1660126
Release,1772968107792,3.566707,2,8,-0.001254844,0.965691,0.2737331,1.003738,0.2575702,-0.3669603,0.7354555,0.5080383,118.9335,0.2990363,-0.426037,0.8538559,0.1140063,-0.08163333,0.05608249,0.1510188,0.7194577,0.01110394,-0.1629661,0.6750551,95.08313,0.9751825,0.01505073,-0.2208909,-0.3066061,-0.1431611,-0.01534489,0.3387298,0.06269867,0.191514,0.8475139,-0.4910311,238.8167,0.07197296,0.2198425,0.9728768,0.05125485,0.03430903,0.02626687,0.06703818,0.2454486,0.377359,0.1853815,0.8734925,58.26591,0.504169,0.7751224,0.3807869
Grab,1772968108570,4.345363,2,8,-0.003171352,0.9709224,0.2770796,1.00969,0.3374613,-0.3223367,0.8567371,0.2195915,154.6299,0.3459042,-0.3304012,0.8781717,0.1104739,-0.05324205,0.02175792,0.1245496,0.9770098,-0.1629708,-0.08737092,0.106107,167.8181,0.9825566,-0.1638961,-0.08786695,-0.3091515,-0.1513556,-0.01618327,0.344594,0.1262976,0.3926347,0.6153777,-0.6717122,264.3987,0.1704853,0.5300058,0.8306798,0.05317135,0.02907759,0.0229204,0.06479231,0.07057481,0.4761711,-0.07140635,0.8736026,58.23996,0.1450247,0.9784873,-0.1467334
On Target,1772968109585,5.372517,2,8,0.0553469,1.017234,0.2915442,1.059635,0.6815265,-0.1962879,0.5853102,0.3929436,133.7244,0.741142,-0.2134579,0.6365093,0.1018267,-0.05040732,0.02525164,0.1163926,0.9370538,-0.1749669,-0.3013243,-0.02281664,182.6148,0.9372979,-0.1750125,-0.3014028,-0.3743047,-0.1533365,-0.05653398,0.4084265,0.1028421,0.6453816,0.7137473,-0.2519342,209.184,0.1062699,0.6668927,0.7375371,-0.005346894,-0.01723444,0.008455843,0.01992778,0.05766747,0.004874483,-0.04994744,0.9970737,8.768641,0.7543552,0.06376371,-0.6533686
Off Target,1772968109640,5.428173,2,8,0.05544054,1.0163,0.2911863,1.058645,0.6449757,-0.2227127,0.5941236,0.4259375,129.58,0.7128752,-0.2461587,0.6566697,0.1016906,-0.04950935,0.026017,0.1160562,0.9395666,-0.177914,-0.2855787,0.06329434,172.7422,0.9414542,-0.1782714,-0.2861525,-0.3728915,-0.1515474,-0.05580333,0.4063603,0.1171489,0.5704547,0.7633204,-0.2796417,212.4776,0.1220169,0.5941591,0.7950391,-0.005440541,-0.01629984,0.008813709,0.01931232,0.08238324,0.0325618,-0.00726263,0.9960423,10.19862,0.9268803,0.3663474,-0.08171066
Release,1772968110237,6.010695,2,8,0.04911191,1.009826,0.2959808,1.053454,0.481035,-0.1639193,0.6711844,0.5396733,114.6772,0.5713856,-0.1947075,0.7972499,0.1029899,-0.04687896,0.02879749,0.1167641,0.9573116,-0.1162737,-0.09592847,0.246643,151.4421,0.9878292,-0.1199804,-0.09898652,-0.3686178,-0.1527492,-0.04572826,0.4016248,-0.03788969,0.422728,0.8343724,-0.3516928,221.1818,-0.04047545,0.4515769,0.8913137,0.0008880906,-0.009826303,0.004019231,0.0106536,0.2766499,0.1239435,0.02773584,0.9525406,35.44552,0.9088026,0.4071577,0.09111301
Grab,1772968111014,6.788831,2,8,0.04574779,1.000056,0.2962232,1.044008,0.5138799,-0.07762615,0.7171113,0.4643845,124.6592,0.5802398,-0.08765041,0.8097155,0.1189065,-0.06366652,0.001703043,0.1348891,0.9791897,-0.02219539,-0.1995562,0.02953257,176.6153,0.9796171,-0.02220508,-0.1996433,-0.3631988,-0.1481704,-0.03683902,0.393986,-0.0960857,0.5093773,0.7632872,-0.3856097,225.3632,-0.1041397,0.5520736,0.8272665,0.00425221,-5.567074E-05,0.003776848,0.005687616,0.2711543,0.1245031,-0.09978449,0.9492194,36.67513,0.8618611,0.3957317,-0.3171639
Release,1772968112112,7.886755,2,8,0.04721165,1.004691,0.3021947,1.050216,0.6840203,-0.1381629,0.5578688,0.4492323,126.6111,0.7656244,-0.1546458,0.624423,0.09840152,-0.06775708,0.008086025,0.1197467,0.9228391,-0.02576562,-0.3836289,0.02308812,177.3541,0.9230852,-0.02577249,-0.3837312,-0.3678251,-0.1527027,-0.03354619,0.3996733,0.04452499,0.5961452,0.7716435,-0.2172435,205.0944,0.04561438,0.610731,0.7905232,0.002788346,-0.004690766,-0.002194673,0.00588173,0.1205988,-0.05254191,-0.04958828,0.9900689,16.16325,0.8578434,-0.3737412,-0.3527314
Grab,1772968112611,8.386592,2,8,0.04767347,1.000555,0.3026386,1.04641,0.6777536,-0.1453815,0.5847885,0.4213511,130.1602,0.747332,-0.1603063,0.6448231,0.1208621,-0.07042174,0.01035877,0.1402646,0.9372515,0.01406901,-0.3482908,0.007437401,179.1477,0.9372774,0.0140694,-0.3483004,-0.3709531,-0.1496854,-0.03184988,0.4012809,0.0418395,0.6044648,0.7570261,-0.244506,208.3053,0.04314917,0.6233859,0.7807228,0.002326533,-0.0005552769,-0.002638608,0.003561368,0.1066894,-0.02032784,-0.06854802,0.9917184,14.7579,0.8307123,-0.158278,-0.5337334
On Target,1772968112654,8.441577,2,8,0.04657863,0.9985244,0.3025365,1.044389,0.6901683,-0.1972758,0.5636466,0.4087207,131.751,0.7562166,-0.2161549,0.6175869,0.1176105,-0.07149298,0.01176139,0.1381369,0.9266844,-0.01255622,-0.3747351,0.02591987,177.0295,0.9269959,-0.01256044,-0.3748611,-0.3694366,-0.1481423,-0.03077862,0.3992203,0.08539731,0.6051524,0.7518077,-0.2475538,208.6656,0.08814078,0.6245935,0.7759603,0.003421366,0.001475573,-0.002536505,0.004507429,0.05911959,-0.01868325,-0.0345641,0.9974775,8.141177,0.8328422,-0.2631986,-0.4869189
Trial End,1772968113654,9.441619,2,8,0.04448728,1.002087,0.2910076,1.044435,0.7036802,-0.2954545,0.5140305,0.3915528,133.8977,0.7647403,-0.3210919,0.5586343,0.109579,-0.07357119,0.01943794,0.1334095,0.8671804,-0.07512944,-0.4812753,0.1035761,168.1097,0.8718696,-0.0755357,-0.4838777,-0.3598995,-0.1472116,-0.03944634,0.3908387,0.2280692,0.5752976,0.7518408,-0.2274915,206.2989,0.2342102,0.5907881,0.7720849,0.005512726,-0.002087355,0.008992404,0.01075223,-0.02489856,-0.01853849,0.0397156,0.9987288,5.778546,-0.4939599,-0.3677833,0.7879137
Trial Load,1772968113654,9.441619,2,9,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.109579,-0.07357119,0.01943794,0.1334095,0.8671804,-0.07512944,-0.4812753,0.1035761,168.1097,0.8718696,-0.0755357,-0.4838777,-0.3598995,-0.1472116,-0.03944634,0.3908387,0.2280692,0.5752976,0.7518408,-0.2274915,206.2989,0.2342102,0.5907881,0.7720849,0.1,0,0,0.1,-0.2624278,-0.5723779,0.6760685,0.3826834,135,-0.2840498,-0.6195374,0.7317713
Release,1772968113665,9.441619,2,9,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.109579,-0.07357119,0.01943794,0.1334095,0.8671804,-0.07512944,-0.4812753,0.1035761,168.1097,0.8718696,-0.0755357,-0.4838777,-0.3598995,-0.1472116,-0.03944634,0.3908387,0.2280692,0.5752976,0.7518408,-0.2274915,206.2989,0.2342102,0.5907881,0.7720849,0.1,0,0,0.1,-0.2624278,-0.5723779,0.6760685,0.3826834,135,-0.2840498,-0.6195374,0.7317713
Trial Start,1772968114569,0,2,9,-0.05000683,0.9998418,0.300309,1.045165,-0.009749846,0.01262225,0.003863627,0.9998654,1.880072,-0.5942658,0.7693428,0.2354931,0.109579,-0.07357119,0.01943794,0.1334095,0.8671804,-0.07512944,-0.4812753,0.1035761,168.1097,0.8718696,-0.0755357,-0.4838777,-0.3598995,-0.1472116,-0.03944634,0.3908387,0.2280692,0.5752976,0.7518408,-0.2274915,206.2989,0.2342102,0.5907881,0.7720849,0.1000068,0.0001581907,-0.0003089905,0.1000074,-0.2479164,-0.5715536,0.683392,0.3805779,135.261,-0.2680905,-0.6180635,0.7390028
Grab,1772968114611,0.0417375,2,9,-0.04989817,0.9979922,0.3022488,1.04395,-0.0416752,0.001462754,0.06604017,0.9969453,8.959117,-0.5335911,0.01872847,0.8455495,0.1089016,-0.06641412,0.02002293,0.1291175,0.5248342,0.6738352,-0.1344777,0.5024054,119.6815,0.6070028,0.7793316,-0.1555317,-0.299206,-0.2124015,-0.002597942,0.3669406,-0.3170914,-0.2697732,0.880641,0.226157,153.8582,-0.3255255,-0.2769486,0.9040645,0.09989817,0.002007842,-0.002248764,0.09994365,-0.2068889,-0.5603447,0.6729687,0.4362616,128.2688,-0.2299225,-0.6227298,0.7478926
Release,1772968115152,0.5826194,2,9,-0.02619722,0.9807066,0.2492691,1.012229,-0.2233805,-0.4112588,0.4464277,0.7626728,80.59921,-0.3453709,-0.6358513,0.6902263,0.1258757,-0.0591189,0.006125215,0.1392022,0.5620919,0.3864268,0.01359211,0.731124,86.03858,0.8238862,0.5664052,0.01992263,-0.2781242,-0.1662401,-0.03503446,0.3259084,-0.04485958,-0.3707871,0.864952,-0.3352055,219.1701,-0.0476143,-0.3935562,0.9180666,0.07619721,0.01929343,0.0507309,0.09355146,-0.1371762,-0.2452896,0.364711,0.8876947,54.83009,-0.2979288,-0.532737,0.7921045
Grab,1772968115903,1.332637,2,9,-0.01923315,0.97993,0.2553383,1.012833,-0.2101834,-0.5030541,0.5598006,0.6240055,102.7815,-0.2689762,-0.6437691,0.7163888,0.1103351,-0.08604614,0.02546011,0.1422181,0.5309466,-0.08173686,-0.0326303,0.8428228,65.1212,0.9865385,-0.1518732,-0.06062955,-0.2855542,-0.1676008,-0.02858429,0.3323376,0.07099017,-0.3357561,0.8121294,-0.4718836,236.3133,0.08051868,-0.3808223,0.9211358,0.06923315,0.02006996,0.0446617,0.08479799,-0.1030042,-0.1694653,0.1959331,0.9603552,32.37474,-0.3694829,-0.6078832,0.7028248
Release,1772968116319,1.75026,2,9,-0.02563507,0.9753348,0.2550461,1.008456,-0.1428041,-0.5514737,0.7801684,0.2584976,150.0381,-0.1478285,-0.5708767,0.8076178,0.1212045,-0.08864822,0.01062254,0.1505386,0.5408599,-0.4371626,0.06606823,0.7155378,88.6254,0.7742344,-0.6257929,0.09457586,-0.2804039,-0.1668557,-0.02508525,0.3272559,0.181218,-0.146225,0.5677349,-0.7895918,284.2948,0.2953202,-0.2382942,0.9252038,0.07563507,0.02466518,0.04495388,0.09137771,0.06052893,-0.04511097,-0.1867796,0.9794972,23.24444,0.3004547,-0.2239228,-0.9271404
Grab,1772968116834,2.263617,2,9,-0.02558065,0.9728249,0.2555198,1.006148,-0.1505279,-0.5917216,0.749447,0.2560003,150.3343,-0.1557169,-0.6121194,0.7752819,0.1142902,-0.07237236,0.01292135,0.1358932,0.542788,-0.3892983,0.1414605,0.7306278,86.1219,0.7949724,-0.57017,0.2071843,-0.2805863,-0.1641652,-0.02811427,0.3262963,0.1975419,-0.1562624,0.5463795,-0.7987669,286.0251,0.3283388,-0.2597272,0.9081495,0.07558065,0.02717513,0.04448017,0.09181181,0.01934549,-0.0149954,-0.1828526,0.9828357,21.26202,0.1048631,-0.08128328,-0.9911607
Release,1772968117569,2.999953,2,9,0.001040282,0.9687775,0.2520905,1.00104,-0.3735006,-0.5794302,0.5442063,0.4781188,122.8748,-0.4252563,-0.6597215,0.6196166,0.09237768,-0.08360953,0.02806944,0.1277188,0.3905488,-0.1689821,0.1466661,0.8929757,53.5008,0.8676845,-0.3754285,0.3258488,-0.2923487,-0.1433493,-0.03631404,0.327621,0.1347632,-0.4460271,0.6434099,-0.6073898,254.802,0.1696406,-0.5614613,0.8099279,0.04895972,0.03122246,0.0479095,0.07528091,-0.06278205,0.05777081,0.1767072,0.9805589,22.63264,-0.3199486,0.2944104,0.9005317
Grab,1772968118444,3.874242,2,9,0.005264264,0.9816863,0.2520553,1.013542,-0.4747509,-0.5179363,0.2478764,0.6670165,96.32558,-0.6372128,-0.6951765,0.3327009,0.1059568,-0.05916224,0.01758396,0.1226222,0.4636322,-0.04392152,0.2616795,0.8453639,64.57812,0.8679147,-0.08222063,0.4898613,-0.3006401,-0.1509971,-0.04603308,0.3395639,0.06954996,-0.6947584,0.6602819,-0.2765885,212.1134,0.07237336,-0.7229624,0.6870863,0.04473574,0.01831371,0.04794466,0.06808355,-0.2016458,0.07233459,0.4919067,0.8438807,64.8956,-0.3758325,0.134819,0.916828
Release,1772968119403,4.832869,2,9,0.04350991,1.019865,0.2752506,1.057251,-0.1032936,-0.512136,0.7365075,0.4296554,129.1086,-0.1143903,-0.567154,0.8156294,0.1184801,-0.04527732,0.02647454,0.1295703,0.6441432,-0.1871678,0.06284029,0.738985,84.70995,0.9560966,-0.2778116,0.09327333,-0.3549107,-0.1593924,-0.06739692,0.3948542,0.120273,-0.1479309,0.7083059,-0.6796716,265.636,0.1639677,-0.2016736,0.9656305,0.006490089,-0.01986456,0.02474943,0.03239222,0.002096827,-0.1733858,-0.06664842,0.9825941,21.41155,0.01128749,-0.9333573,-0.3587768
Grab,1772968119957,5.38983,2,9,0.04235743,1.018638,0.2753564,1.056048,-0.08870516,-0.5420424,0.7333249,0.4006944,132.7568,-0.09681731,-0.5916126,0.800388,0.1135245,-0.0759701,0.01688221,0.1376382,0.6441417,-0.3133666,0.1271037,0.686096,93.35629,0.8854046,-0.4307379,0.1747103,-0.3520589,-0.1586563,-0.07167053,0.3927518,0.1411585,-0.1250562,0.6863697,-0.7023759,269.2359,0.1983103,-0.1756885,0.9642648,0.007642571,-0.01863754,0.0246436,0.03182882,-0.0179262,-0.154392,-0.1012085,0.9826488,21.37777,-0.09664971,-0.8324094,-0.5456691
On Target,1772968121999,7.443025,2,9,0.04839731,1.006873,0.2888362,1.048599,-0.2220015,-0.634944,0.6311854,0.386221,134.5609,-0.2406765,-0.6883561,0.6842813,0.1153314,-0.07941087,0.02107099,0.1416029,0.6905386,-0.4072256,-0.1366182,0.5819444,108.8252,0.8491322,-0.5007517,-0.1679949,-0.3646748,-0.150383,-0.047994,0.3973741,0.2317652,-0.3144516,0.6371591,-0.6644044,263.2733,0.3101064,-0.4207425,0.8525316,0.001602694,-0.006872535,0.01116383,0.01320725,-0.08438787,0.006365811,-0.01999054,0.9962122,9.977061,-0.9704637,0.07320707,-0.229892
Trial End,1772968122985,8.431621,2,9,0.05147725,1.00635,0.2922277,1.049184,-0.2493018,-0.6136739,0.6440198,0.3827422,134.9927,-0.2698494,-0.6642533,0.6971003,0.1192363,-0.07742,0.02041167,0.1436237,0.6871251,-0.4165637,-0.1240789,0.5821841,108.7914,0.8451132,-0.5123426,-0.1526079,-0.3700822,-0.1460276,-0.0485037,0.4007961,0.1986379,-0.3234693,0.6276072,-0.6797202,265.6436,0.2708189,-0.4410115,0.8556671,-0.001477245,-0.00635004,0.007772297,0.01014465,-0.05130141,0.01530606,-0.006045994,0.9985477,6.176641,-0.9522219,0.2841007,-0.1122216
Trial Load,1772968122985,8.431621,2,10,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1192363,-0.07742,0.02041167,0.1436237,0.6871251,-0.4165637,-0.1240789,0.5821841,108.7914,0.8451132,-0.5123426,-0.1526079,-0.3700822,-0.1460276,-0.0485037,0.4007961,0.1986379,-0.3234693,0.6276072,-0.6797202,265.6436,0.2708189,-0.4410115,0.8556671,0.1,0,0,0.1,0.05386277,0.7729345,-0.5032142,0.3826834,135,0.05830064,0.8366183,-0.5446752
Release,1772968122999,8.431621,2,10,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1192363,-0.07742,0.02041167,0.1436237,0.6871251,-0.4165637,-0.1240789,0.5821841,108.7914,0.8451132,-0.5123426,-0.1526079,-0.3700822,-0.1460276,-0.0485037,0.4007961,0.1986379,-0.3234693,0.6276072,-0.6797202,265.6436,0.2708189,-0.4410115,0.8556671,0.1,0,0,0.1,0.05386277,0.7729345,-0.5032142,0.3826834,135,0.05830064,0.8366183,-0.5446752
Trial Start,1772968124014,0,2,10,-0.04998969,0.9999718,0.3000219,1.045206,0.001504382,-0.0006006503,-0.001472554,0.9999976,0.2502291,0.6889268,-0.2750658,-0.6743512,0.1192363,-0.07742,0.02041167,0.1436237,0.6871251,-0.4165637,-0.1240789,0.5821841,108.7914,0.8451132,-0.5123426,-0.1526079,-0.3700822,-0.1460276,-0.0485037,0.4007961,0.1986379,-0.3234693,0.6276072,-0.6797202,265.6436,0.2708189,-0.4410115,0.8556671,0.09998969,2.8193E-05,-2.18749E-05,0.0999897,0.05472738,0.7738402,-0.5014544,0.3830403,134.9557,0.05924598,0.8377328,-0.5428572
Grab,1772968124069,0.05702449,2,10,-0.04996891,0.9990802,0.3008455,1.044589,0.02634067,-0.01198759,-0.01564679,0.9994587,3.770458,0.8006905,-0.3643928,-0.4756234,0.119149,-0.06192253,0.02494031,0.1365757,0.4974862,0.6898822,-0.2689576,0.4519204,126.2661,0.5576835,0.77336,-0.3015022,-0.3039028,-0.2098325,-0.003558484,0.3693227,-0.2549503,-0.238625,0.8843875,0.3097051,143.9171,-0.2681337,-0.2509643,0.930119,0.09996891,0.0009197593,-0.0008455217,0.09997672,0.06187975,0.7895158,-0.4759488,0.3825032,135.0224,0.06697274,0.8544965,-0.5151216
Release,1772968125166,1.152619,2,10,0.005061913,0.966791,0.2459296,0.997593,-0.5372766,-0.3819689,0.07965823,0.747722,83.21313,-0.809137,-0.5752439,0.1199651,0.1259021,-0.09496931,0.02767074,0.160113,0.1322872,0.6544139,-0.07363751,0.740824,84.39669,0.1969442,0.9742663,-0.1096287,-0.2937026,-0.1338217,-0.04253149,0.3255432,-0.0455489,-0.7494271,0.6530657,-0.09894237,191.3566,-0.0457735,-0.7531225,0.6562859,0.04493809,0.03320897,0.05407044,0.07775526,0.3765228,0.4580387,-0.801454,-0.07812044,188.9611,0.377677,0.4594428,-0.8039109
